"","term","estimate","std.error","statistic","p.value"
"245","latino",12.7414527701513,2.38160902132706,5.34993471054776,0.0000000950969470156026
"246","asian",11.7986849295269,11.5828342699504,1.01863539221454,0.308464163497576
"247","sparent",49.1660680277526,16.814583097554,2.92401350318966,0.00348325134906796
"248","mincome",-0.00942558856159401,0.00396952999403311,-2.37448478176567,0.0176405435738172
"249","poverty",16.3256858911845,9.75886018798033,1.67290908740473,0.0944569856379495
"250","chci",-13.4914031884912,5.05952356642591,-2.6665362877283,0.00770784579503016
"251","lcp",-1.58878361423554,5.91936774581535,-0.268404276007132,0.788407934964247
"252","ur",-4.8232978108032,13.2727955956259,-0.363397279499485,0.71633558642003
"253","disable",12.9897914813071,9.80349278827066,1.32501668148812,0.18527381224211
"254","hi_pub",-19.9276134417286,5.80524972453061,-3.43268840916914,0.000606309032617155
"255","demv",-23.2628399475501,2.98320220160417,-7.79794273919511,0.00000000000000880827214503123
"256","commute_p",1.96565746423316,14.6760405547393,0.133936497170444,0.893462422192464
"257","wfh",-54.9891586427974,10.9889907920245,-5.00402263351672,0.000000596227360434542
"258","computer",-43.2691617512398,6.61461586072832,-6.54144740409393,0.0000000000721776477876973
"259","p_nursehome",290.448509009803,50.9865094386393,5.69657566692908,0.0000000134967078271456
"260","p_liquor",9.47023401618239,521.01561983514,0.0181764877206157,0.985499355588097
"261","drinking",-20.9642334682729,10.6710428523783,-1.96459088003761,0.0495604323434246
"262","prematured",0.162707558572584,0.016304782448303,9.97913091379634,0.0000000000000000000000454863337186218
"263","lowbirthw",54.6115743977116,20.1874377898399,2.70522564409818,0.00686717410396246
